"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc"
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_56",0.819,96186.25,29925838.4916608,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_57",0.808,73860.76,22980107.4582091,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_58",0.818,3523.4,1097300.6681649,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_59",0.798,2679.54,834765.575323102,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_60",0.809,29883.64,9298291.41986777,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_61",0.808,31207.46,9710147.89677842,0
"inosine 5'-monophosphate pos","mtab_TSQ_cm_PMI_2020_1112_62",0.818,50610.35,15746622.5816185,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_51",0.535,7160.86,614592.008194002,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_52",0.545,3114.5,272582.914529151,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_53",0.516,7673.55,657925.928614091,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_54",0.466,3390.92,295946.667055085,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_55",0.565,5289.36,456407.857798642,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_56",0.526,3114.5,272582.914529151,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_57",0.525,4608.71,398877.512104492,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_58",0.565,3114.5,272582.914529151,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_59",0.446,3195.75,279450.380315752,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_60",0.526,5704.26,491476.307704618,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_61",0.545,4614.74,399387.183719178,0
"l-cysteine","mtab_TSQ_cm_PMI_2020_1112_62",0.535,3114.5,272582.914529151,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_51",0.425,17214.39,25731905.8466958,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_52",0.436,19037.17,28456137.8480324,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_53",0.446,16238.34,24273152.3795167,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_54",0.426,16713.29,24982987.899456,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_55",0.416,5810.57,8688350.73775087,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_56",0.396,10267.38,15349266.7154756,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_57",0.446,16042.92,23981087.8310242,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_58",0.455,15826.97,23658340.214368,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_59",0.416,10070.9,15055617.9462206,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_60",0.416,15231.78,22768800.2562405,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_61",0.416,11905.45,17797440.7762122,0
"lysine","mtab_TSQ_cm_PMI_2020_1112_62",0.415,10235.81,15302083.838616,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_51",0.639,502.94,23916.418421039,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_53",0.589,18.39,2389.119865906,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_54",0.589,73.8,4850.8423154776,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_56",0.712,243.83,12404.8337989762,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_57",0.649,588.78,27730.0667709979,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_59",0.722,1228.53,56152.4984099337,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_60",0.681,228.53,11725.0945194518,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_62",0.578,1149.94,52660.9487381807,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_52",0,18.39,2389.119865906,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_55",0,18.39,2389.119865906,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_58",0,18.39,2389.119865906,0
"n-acetyl glucosamine","mtab_TSQ_cm_PMI_2020_1112_61",0,18.39,2389.119865906,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_51",1.724,270.32,192702.462257334,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_53",1.714,308.21,220120.789827353,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_55",1.756,29.6,18510.332073777,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_56",1.774,47.05,31137.6695268472,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_59",1.726,273.89,195285.820120225,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_60",1.823,61.47,41572.4091299001,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_62",1.749,352.56,252213.764958795,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_52",0,29.6,18510.332073777,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_54",0,29.6,18510.332073777,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_57",0,29.6,18510.332073777,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_58",0,29.6,18510.332073777,0
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_61",0,29.6,18510.332073777,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_51",1.767,65.18,14415.6310967572,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_52",1.81,590.67,129936.382605383,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_53",1.72,235.34,51822.6437453474,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_54",1.811,662.74,145779.84406274,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_55",1.769,96.96,21401.966674873,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_56",1.762,23.37,5224.35700861919,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_57",1.811,152.09,33521.4342778161,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_59",1.793,631.49,138910.020689042,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_60",1.835,346.78,76320.9834818243,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_58",0,0,86.8282968328985,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_61",0,0,86.8282968328985,0
"n-acetyl muramic acid pos","mtab_TSQ_cm_PMI_2020_1112_62",0,0,86.8282968328985,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_51",0.571,5457.68,3594052.10576168,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_52",0.452,3636.09,2393277.36388767,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_53",0.442,5668.72,3733167.65949501,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_54",0.562,4151.91,2733300.98465494,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_55",0.562,3499,2302908.94434018,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_56",0.452,4491.11,2956898.38716795,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_57",0.572,3117.11,2051170.70128095,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_58",0.451,2539.12,1670165.20989389,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_59",0.472,5042.71,3320507.84243379,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_60",0.633,5285.06,3480262.6493295,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_61",0.402,4252.78,2799793.52590343,0
"ornithine","mtab_TSQ_cm_PMI_2020_1112_62",0.673,3545.65,2333660.17909028,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_51",7.064,199.68,2715.01728728367,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_52",7.152,87.34,877.754490142965,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_53",7.156,164.42,2138.35816117382,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_54",7.149,141.32,1760.56956749436,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_55",7.186,151.14,1921.17060601956,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_56",7.137,232.69,3254.87882310008,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_57",7.132,144.74,1816.50190474041,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_58",7.089,99.22,1072.0457668924,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_59",7.134,131.9,1606.5103227991,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_61",7.131,174.68,2306.15517291196,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_62",7.048,104.39,1156.59845214447,0
"phycocyanobilin","mtab_TSQ_cm_PMI_2020_1112_60",0,87.34,877.754490142965,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_51",0.424,4377.01,522732.007516207,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_52",0.455,3811.62,456065.328078579,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_53",0.376,6892.24,819309.647944769,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_54",0.536,1047.34,130121.521792925,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_55",0.425,1661.89,202584.791126295,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_56",0.525,1224.73,151038.061288567,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_57",0.646,2788.21,335392.259217682,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_58",0.475,1724.98,210023.905376141,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_59",0.586,4088.74,488741.304317557,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_60",0.456,960.83,119920.891364108,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_61",0.615,3838.79,459269.017001836,0
"sn-glycerol3-phosphate pos ","mtab_TSQ_cm_PMI_2020_1112_62",0.445,1840.44,223638.109390836,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_51",0.533,8854.35,10440207.5544331,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_52",0.534,1797.11,2119634.41469716,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_53",0.524,13635.67,16077442.8991971,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_54",0.534,10946.8,12907231.9529572,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_55",0.534,3865.5,4558291.77600249,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_56",0.534,6469.02,7627874.01789383,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_57",0.524,2952.54,3481900.65799413,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_58",0.543,1997.07,2355389.7248498,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_59",0.524,3624.05,4273619.24331418,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_61",0.728,2694.98,3178234.23629522,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_62",0.533,3302.62,3894649.30261423,0
"threonine (isom. homoserine)","mtab_TSQ_cm_PMI_2020_1112_60",0,612.58,723058.911921094,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_51",0.537,20290.06,612022.797005794,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_52",0.538,10761.1,327151.679171367,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_53",0.548,8672.97,264726.406394106,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_54",0.549,11047.89,335725.352256754,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_55",0.538,21596.88,651090.572944447,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_56",0.548,11963.39,363094.499401607,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_57",0.548,15527.34,469639.853816571,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_58",0.548,41614.74,1249530.50288991,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_59",0.538,36147.73,1086092.59886764,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_60",0.538,10279.98,312768.452438072,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_61",0.538,10158.63,309140.657783754,0
"trehalose pos","mtab_TSQ_cm_PMI_2020_1112_62",0.548,13330.33,403959.580775922,0
