"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc","perCellMq","perCellPool","expFactor","ionization_mode","perCellPoolConc","perCellMqConc"
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_58",0.475,1724.98,210023.905376141,0,0.0302008926866592,0,"P1","pos",0,0.175515154801297
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_59",0.586,4088.74,488741.304317557,0,0.0732341260191061,0,"P2","pos",0,0.425606590452177
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_60",0.456,960.83,119920.891364108,0,0.020740431638475,0,"N2","pos",0,0.120534849994043
"sn-glycerol3-phosphate","mtab_TSQ_cm_PMI_2020_1112_61",0.615,3838.79,459269.017001836,0,0.0968507615547638,0,"N1","pos",0,0.562856753383877
"uracil","mtab_TSQ_cm_PMI_2020_1112_52",0.714,8421.49,7029878.88647808,1824550.8129282,1.38353779388895,0.359086557154279,"N3","pos",3.20355568877044,12.3430974564096
"uracil","mtab_TSQ_cm_PMI_2020_1112_53",0.745,8421.49,7029878.88647808,1824550.8129282,0.542177899762082,0.140718089704986,"R1","pos",1.2554027094744,4.83698724027194
"uracil","mtab_TSQ_cm_PMI_2020_1112_54",0.853,9056.38,7556452.59518353,1961843.96941358,0.657032096249123,0.170581954892314,"R2","pos",1.52183026935778,5.86164774956841
"uracil","mtab_TSQ_cm_PMI_2020_1112_55",0.83,22519.35,18722553.8774374,4873172.93501069,2.54356010621822,0.662046874018242,"P3","pos",5.90638660021627,22.692123349257
"uracil","mtab_TSQ_cm_PMI_2020_1112_56",0.745,8421.49,7029878.88647808,1824550.8129282,0.623084036255029,0.161716653050512,"R3","pos",1.44273934383542,5.55878344415228
"uracil","mtab_TSQ_cm_PMI_2020_1112_58",0.84,31702.41,26338925.1566585,6858983.53778379,3.7874691012605,0.986304037119875,"P1","pos",8.79921524774623,33.7895360983183
"uracil","mtab_TSQ_cm_PMI_2020_1112_59",0.819,12810.43,10670037.6747496,2773646.60310435,1.59882309270408,0.415609614063291,"P2","pos",3.7078206268471,14.2637442475161
"uracil","mtab_TSQ_cm_PMI_2020_1112_60",0.777,8421.49,7029878.88647808,1824550.8129282,1.21582420555119,0.315557789606185,"N2","pos",2.81521803556236,10.8468570394432
"uracil","mtab_TSQ_cm_PMI_2020_1112_61",0.797,8421.49,7029878.88647808,1824550.8129282,1.48246256243851,0.384761717393954,"N1","pos",3.43261412609469,13.2256451283657
"uridine","mtab_TSQ_cm_PMI_2020_1112_80",1.246,1512.02,24583.0159282618,17189.8073132637,0.00483813905954271,0.00338309499660299,"N3","neg",0.0138537878648771,0.0198121992610267
"uridine","mtab_TSQ_cm_PMI_2020_1112_81",1.311,4664.13,75044.3669708728,53198.8998270928,0.00578778069014883,0.00410295372703879,"R1","neg",0.0168016123138362,0.0237009856271451
"uridine","mtab_TSQ_cm_PMI_2020_1112_82",1.271,2752.17,44436.271206629,31357.0400814809,0.00386372521399731,0.00272648858937264,"R2","neg",0.0111649819384629,0.0158219705732896
"uridine","mtab_TSQ_cm_PMI_2020_1112_83",1.232,1848.7,29972.8429549285,21035.9742514594,0.00407197266511671,0.00285785076393485,"P3","neg",0.0117029105812238,0.0166747447383977
"uridine","mtab_TSQ_cm_PMI_2020_1112_84",1.296,3484.09,56153.397847231,39718.3520257728,0.00497708230043434,0.00352038370692544,"R3","neg",0.0144159856958454,0.020381172401451
"uridine","mtab_TSQ_cm_PMI_2020_1112_86",1.327,2939.46,47434.5505930624,33496.6046705705,0.00682096530647471,0.00481672484478174,"P1","neg",0.0197245079638892,0.0279318808618948
"uridine","mtab_TSQ_cm_PMI_2020_1112_87",1.296,2665.21,43044.1500285403,30363.625928738,0.0064498348711842,0.00454975584837697,"P2","neg",0.0186312688303725,0.0264121002095995
"uridine","mtab_TSQ_cm_PMI_2020_1112_88",1.264,696.72,11531.0794460196,7875.97844100829,0.00199431110165658,0.00136215792414237,"N2","neg",0.00557804227740528,0.00816671212799583
"uridine","mtab_TSQ_cm_PMI_2020_1112_89",1.322,841.67,13851.5482220542,9531.85909234328,0.0029210178443479,0.00201008075430975,"N1","neg",0.00823128892018735,0.0119615800341847
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_52",0.744,8748.01,2105012.9419663,1030574.41445113,0.414283803301029,0.202825493131994,"N3","pos",0.625657021198081,1.27794374514476
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_53",0.713,26554.39,6383273.94841528,3137372.75751735,0.492308632743982,0.241969200310608,"R1","pos",0.746403850671257,1.51862740682331
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_54",0.766,28517.62,6854970.62992443,3369656.33851798,0.59603837461724,0.292990968956359,"R2","pos",0.90379100794731,1.83860316681239
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_55",0.702,4942.47,1190672.49823311,580314.150069918,0.161759292343478,0.0788388128486352,"P3","pos",0.243194561196358,0.498979864098581
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_56",0.682,23809.72,5723824.09748712,2812631.50139097,0.507323593915119,0.249293880689134,"R3","pos",0.768998336384521,1.56494414805083
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_58",0.539,4057.67,978085.473890931,475627.224712547,0.140646153505514,0.0683939609001719,"P1","pos",0.210975263434425,0.43385203746534
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_59",0.755,5868.21,1413095.99723235,689844.975431959,0.211741568441632,0.103367964643328,"P2","pos",0.318859783587291,0.653160492447505
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_60",0.703,15350.6,3691388.35002622,1811773.38200914,0.638429108172026,0.313347920837886,"N2","pos",0.966586220118101,1.96936611811964
"uridine 5-monophosphate","mtab_TSQ_cm_PMI_2020_1112_61",0.702,7651.41,1841537.65840659,900827.938019284,0.388343907483186,0.189966813778397,"N1","pos",0.58599177549015,1.19792679216234
"xanthine","mtab_TSQ_cm_PMI_2020_1112_52",1.192,1733.19,6822199.00087784,2398616.23089913,1.34266468989975,0.472067337442707,"N3","pos",3.10346024221095,8.8269324166705
"xanthine","mtab_TSQ_cm_PMI_2020_1112_53",1.167,1879.61,7398654.19753144,2601416.50843112,0.570619616448781,0.200633689672883,"R1","pos",1.31900394236331,3.75136162283072
"xanthine","mtab_TSQ_cm_PMI_2020_1112_54",1.232,1733.19,6822199.00087784,2398616.23089913,0.593188887790088,0.208559218817749,"R2","pos",1.37110787468115,3.8997362947215
"xanthine","mtab_TSQ_cm_PMI_2020_1112_55",1.044,1816.6,7150583.97528623,2514143.96719843,0.971445469179271,0.341560042402208,"P3","pos",2.24548052332002,6.38646682781718
"xanthine","mtab_TSQ_cm_PMI_2020_1112_56",1.044,2455.95,9667703.42604759,3399681.17140607,0.856884132613582,0.301326253334809,"R3","pos",1.98097596038925,5.63331886538414
"xanthine","mtab_TSQ_cm_PMI_2020_1112_58",1.289,1733.19,6822199.00087784,2398616.23089913,0.981014516150177,0.344914790800252,"P1","pos",2.26753527578892,6.44937555814987
"xanthine","mtab_TSQ_cm_PMI_2020_1112_59",1.166,1791.02,7049875.57526985,2478714.16867863,1.05636964123432,0.37141625680241,"P2","pos",2.44176094143981,6.94477444766498
"xanthine","mtab_TSQ_cm_PMI_2020_1112_60",1.297,1733.19,6822199.00087784,2398616.23089913,1.17990577281623,0.414842946862798,"N2","pos",2.72725624129116,7.75692441533252
"xanthine","mtab_TSQ_cm_PMI_2020_1112_61",1.173,1810.11,7125032.86050491,2505154.93700322,1.50252865553058,0.528287679942643,"N1","pos",3.47306344055383,9.87790845789613
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_52",2.952,203.2,309717.19590427,254612.569276444,0.0609548831310725,0.0501098408780143,"N3","pos",0.176300323252346,0.214456190870325
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_53",3.063,883.2,1360235.40642023,1047000.67043042,0.104907863669387,0.080749701909566,"R1","pos",0.284099855432453,0.369094971218334
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_54",3.104,564.78,868314.80554892,675953.28929888,0.0754998049293129,0.0587740081791311,"R2","pos",0.206783267702674,0.265629261264866
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_55",2.978,646.11,993959.873286072,770725.236750134,0.135034819363981,0.104707187806024,"P3","pos",0.368388937853232,0.47508996011674
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_56",3.063,1436.89,2215619.85933286,1692202.68179505,0.19637854180039,0.14998615113591,"R3","pos",0.527692893557717,0.690914195547233
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_58",3.036,1472.56,2270725.71899331,1733768.09880706,0.326524466999768,0.249311354352015,"P1","pos",0.877146516384671,1.14880366956257
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_59",3.042,410.1,629352.810250966,495708.301818736,0.0943036788772225,0.0742780770182724,"P2","pos",0.261330883503755,0.331786506974009
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_60",2.954,203.2,309717.19590427,254612.569276444,0.0535658821064707,0.044035484787558,"N2","pos",0.154929053187763,0.188459635177394
"xanthosine","mtab_TSQ_cm_PMI_2020_1112_61",2.947,431.37,662212.401924016,520493.735512185,0.139647511726431,0.109761845024781,"N1","pos",0.386172624370337,0.491318691645607
"trehalose","mtab_TSQ_cm_PMI_2020_1112_52",0.538,10761.1,327151.679171367,0,0.0643861323611766,0,"N3","pos",0,0.188098546190992
"trehalose","mtab_TSQ_cm_PMI_2020_1112_53",0.548,8672.97,264726.406394106,0,0.0204169672547839,0,"R1","pos",0,0.059646413247981
"trehalose","mtab_TSQ_cm_PMI_2020_1112_54",0.549,11047.89,335725.352256754,0,0.029191254650076,0,"R2","pos",0,0.0852797389718843
"trehalose","mtab_TSQ_cm_PMI_2020_1112_55",0.538,21596.88,651090.572944447,0,0.0884541723163108,0,"P3","pos",0,0.258411254210665
"trehalose","mtab_TSQ_cm_PMI_2020_1112_56",0.548,11963.39,363094.499401607,0,0.0321824017003081,0,"R3","pos",0,0.0940181177338829
"trehalose","mtab_TSQ_cm_PMI_2020_1112_58",0.548,41614.74,1249530.50288991,0,0.179679244412205,0,"P1","pos",0,0.524917453731244
"trehalose","mtab_TSQ_cm_PMI_2020_1112_59",0.538,36147.73,1086092.59886764,0,0.162742623861009,0,"P2","pos",0,0.475438573943935
"trehalose","mtab_TSQ_cm_PMI_2020_1112_60",0.538,10279.98,312768.452438072,0,0.0540935998112918,0,"N2","pos",0,0.158029797871142
"trehalose","mtab_TSQ_cm_PMI_2020_1112_61",0.538,10158.63,309140.657783754,0,0.0651916567970391,0,"N1","pos",0,0.190451816526553
"sucrose","mtab_TSQ_cm_PMI_2020_1112_52",0.598,2051.05,1133000.33930999,544348.110820456,0.222983754804019,0.107132170626835,"N3","pos",0.3129774193013,0.651427855109609
"sucrose","mtab_TSQ_cm_PMI_2020_1112_53",0.609,8755.27,4857937.40272591,2293391.06117627,0.374667379156676,0.17687729318828,"R1","pos",0.516731794298218,1.09455851345801
"sucrose","mtab_TSQ_cm_PMI_2020_1112_54",0.589,4557.93,2525849.9512762,1198360.17954552,0.21962216627357,0.104197186564782,"R2","pos",0.304403115877248,0.641607263434327
"sucrose","mtab_TSQ_cm_PMI_2020_1112_55",0.588,4533.08,2512043.02280042,1191877.14090474,0.341274617753886,0.161922949559362,"P3","pos",0.473043965992878,0.997004433987397
"sucrose","mtab_TSQ_cm_PMI_2020_1112_56",0.598,6306.02,3497107.64138583,1654413.90258676,0.309961519906731,0.146636792568789,"R3","pos",0.428386773499238,0.905525912669386
"sucrose","mtab_TSQ_cm_PMI_2020_1112_58",0.588,13341.7,7406207.46184729,3489930.41382287,1.06499341762928,0.501842938893118,"P1","pos",1.46609096959719,3.11128664221233
"sucrose","mtab_TSQ_cm_PMI_2020_1112_59",0.599,20694.08,11491269.2238894,5408069.79578484,1.72187832505148,0.810357670706083,"P2","pos",2.36739021532598,5.03031938373205
"sucrose","mtab_TSQ_cm_PMI_2020_1112_60",0.598,11621.6,6450501.31813754,3041178.91418428,1.11562030686145,0.525974770972133,"N2","pos",1.53659004081838,3.25918874338723
"sucrose","mtab_TSQ_cm_PMI_2020_1112_61",0.578,9129.79,5066024.76098542,2391098.41054238,1.06832452874731,0.504235412014499,"N1","pos",1.47308037398334,3.12101819674937
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_53",1.714,308.21,220120.789827353,0,0.0169767686541689,0,"R1","pos",0,0.0578878461969138
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_55",1.756,29.6,18510.332073777,0,0.0025147286275111,0,"P3","pos",0,0.00857478987796604
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_56",1.774,47.05,31137.6695268472,0,0.00275984623941126,0,"R3","pos",0,0.00941059855904545
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_59",1.726,273.89,195285.820120225,0,0.0292620783921644,0,"P2","pos",0,0.0997786285408136
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_60",1.823,61.47,41572.4091299001,0,0.00718998749757017,0,"N2","pos",0,0.0245166143743655
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_52",0,29.6,18510.332073777,0,0.00364298509477389,0,"N3","pos",0,0.0124219493803454
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_54",0,29.6,18510.332073777,0,0.00160946980497873,0,"R2","pos",0,0.00548801379267818
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_58",0,29.6,18510.332073777,0,0.0026617377272048,0,"P1","pos",0,0.00907606549324786
"n-acetyl muramic acid loss h2o","mtab_TSQ_cm_PMI_2020_1112_61",0,29.6,18510.332073777,0,0.00390346331150335,0,"N1","pos",0,0.0133101350683785
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_52",2.596,454.33,1583880.46247613,953233.581367616,0.31172065923541,0.1876041831621,"N3","pos",0.851855710675657,1.41543231728379
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_53",2.685,746.39,2600904.23980688,1565175.65524449,0.200594181065225,0.120713836358046,"R1","pos",0.548126215129846,0.910839490828793
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_54",2.494,519.66,1811375.37233376,1090117.01520442,0.157498739386928,0.0947854642948635,"R2","pos",0.430393063137917,0.715155698074413
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_55",2.622,2037.86,7098116.10623619,4271143.02547585,0.964317425673689,0.580257857911398,"P3","pos",2.63478117382463,4.37868331141847
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_56",2.633,454.62,1584890.31283368,953841.207202802,0.140474660956306,0.0845424564103753,"R3","pos",0.383882561006109,0.637854338447559
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_58",2.553,676.47,2357425.83635908,1418674.97111975,0.338991718933756,0.204001780098811,"P1","pos",0.926312401120697,1.53926222101329
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_59",2.473,524.53,1828333.89385537,1100320.93871253,0.273961774060759,0.164874631170476,"P2","pos",0.748647464788975,1.24398026636135
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_60",2.616,900.23,3136612.44327385,1887510.68450293,0.54248009013367,0.326446758971815,"N2","pos",1.48229922795176,2.46324338252586
"5-hydroxyltryptophan","mtab_TSQ_cm_PMI_2020_1112_61",2.69,739.08,2575449.04631141,1549859.29367482,0.543111318741001,0.326834703274866,"N1","pos",1.48406076953579,2.46610960696091
