"compound","sample","rt","peakIntensity","sampMqConc","sampPooledConc","perCellMq","perCellPool","expFactor","ionization_mode","perCellPoolConc","perCellMqConc"
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_60",2.691,562.23,878927.601301492,514487.138219995,0.152011360344328,0.0889810373967931,"N2","pos",0.427341453255178,0.730051677765479
"l-kynurenine","mtab_TSQ_cm_PMI_2020_1112_61",2.829,1040.58,1629848.85643582,952654.896661352,0.343702921645897,0.200896095370958,"N1","pos",0.964826123191615,1.65067198946257
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_52",1.335,46314.33,98966974.382378,60744569.8724847,19.4775118627197,11.9550293183238,"N3","pos",65.9806243077642,107.497719867099
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_53",1.279,59070.91,126228428.678009,77484831.8235168,9.7353404597839,5.97600101792642,"R1","pos",32.9819582643988,53.7300097123677
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_54",1.33,60789.11,129900308.662358,79739599.0169389,11.2948067931027,6.93334276053794,"R2","pos",38.2655928061038,62.3368110442226
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_55",1.285,40612.52,86781919.0840636,53262173.1019541,11.7897926088647,7.23595400282873,"P3","pos",39.9357249452438,65.0686716091655
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_56",1.323,55478.1,118550412.657423,72770043.0211664,10.5075593493323,6.44987671285421,"R3","pos",35.5973106289211,57.9919385690838
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_58",1.317,92767.97,198240743.976242,121704960.68091,28.5065046487328,17.5008575827378,"P1","pos",96.5884297297743,157.329348466984
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_59",1.285,67170.05,143536698.993714,88113207.5463268,21.5078705433952,13.2030865580426,"P2","pos",72.8687375574954,118.703408264226
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_60",1.311,35075.55,74949135.1724447,45996093.3050958,12.9625238498866,7.95506786165184,"N2","pos",43.9045635059983,71.541055521202
"l-tyrosine","mtab_TSQ_cm_PMI_2020_1112_61",1.278,34788.68,74336079.5263556,45619638.2563372,15.6760104570569,9.62028036600917,"N1","pos",53.0949851868711,86.5169736578007
"methionine","mtab_TSQ_cm_PMI_2020_1112_52",0.863,1245.82,1879855.69184451,857015.729974919,0.369971010699325,0.16866772124031,"N3","pos",1.13040494095778,2.47953227464195
"methionine","mtab_TSQ_cm_PMI_2020_1112_53",0.842,17195.82,25775636.0324747,11960131.4075639,1.98794039481957,0.922422566895773,"R1","pos",6.18204253666492,13.3231043148554
"methionine","mtab_TSQ_cm_PMI_2020_1112_54",0.864,17648.72,26454156.3407049,12275404.203199,2.30018379339985,1.06734402874094,"R2","pos",7.15330090973085,15.4157482300104
"methionine","mtab_TSQ_cm_PMI_2020_1112_55",0.852,3688.13,5538846.49333194,2557156.82405219,0.752482223692985,0.347403571413469,"P3","pos",2.32828611630232,5.04310852954216
"methionine","mtab_TSQ_cm_PMI_2020_1112_56",0.863,32767.09,49104015.1888787,22799605.5177189,4.35226957310258,2.0208129415043,"R3","pos",13.5434149286529,29.1687525842945
"methionine","mtab_TSQ_cm_PMI_2020_1112_58",0.863,26320.28,39445610.4454444,18311851.4624563,5.67217644052991,2.63319673025427,"P1","pos",17.6475888362326,38.0147204646465
"methionine","mtab_TSQ_cm_PMI_2020_1112_59",0.853,9025.85,13535648.0381463,6272851.03186287,2.02821276904356,0.939938488742996,"P2","pos",6.2994336086254,13.5930083040249
"methionine","mtab_TSQ_cm_PMI_2020_1112_60",0.864,2151.12,3236147.22428166,1487213.26119256,0.559694724695342,0.257214940822477,"N2","pos",1.72384519015131,3.75105371419705
"methionine","mtab_TSQ_cm_PMI_2020_1112_61",0.852,8037.09,12054319.4005537,5584555.31666707,2.54201779512447,1.17767237793389,"N1","pos",7.89271749838409,17.036510925035
"proline","mtab_TSQ_cm_PMI_2020_1112_52",0.577,142236.34,2067295737.86266,394394036.714628,406.860748338079,77.6199795602005,"N3","pos",674.194211414927,3533.9246793892
"proline","mtab_TSQ_cm_PMI_2020_1112_53",0.568,87020.9,1264787668.08762,241297904.260559,97.5464773436912,18.6100490579753,"R1","pos",161.643785789762,847.272451521682
"proline","mtab_TSQ_cm_PMI_2020_1112_54",0.578,82011.01,1191973303.95895,227406956.673791,103.641848963934,19.7729910381824,"R2","pos",171.744906090354,900.215833961035
"proline","mtab_TSQ_cm_PMI_2020_1112_55",0.557,72362.75,1051744293.57186,200655176.901479,142.885145081404,27.2600899649604,"P3","pos",236.776600060457,1241.07656632853
"proline","mtab_TSQ_cm_PMI_2020_1112_56",0.567,70763.68,1028503211.38298,196221427.346584,91.1600246033292,17.3918272171094,"R3","pos",151.062513828797,791.800786965424
"proline","mtab_TSQ_cm_PMI_2020_1112_58",0.577,79276.2,1152225235.40599,219824135.021066,165.68699940626,31.6101402829313,"P1","pos",274.560412428831,1439.12967433562
"proline","mtab_TSQ_cm_PMI_2020_1112_59",0.578,81438.53,1183652808.46376,225819638.454335,177.361271028531,33.8373362637025,"P2","pos",293.905465679688,1540.53045277974
"proline","mtab_TSQ_cm_PMI_2020_1112_60",0.568,90570.41,1316376687.73045,251139648.763673,227.668593785378,43.4348398985679,"N2","pos",377.267783362876,1977.49147733326
"proline","mtab_TSQ_cm_PMI_2020_1112_61",0.577,98689.34,1434378225.75928,273651047.435228,302.482027699687,57.7075991700408,"N1","pos",501.238592634768,2627.30850082244
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_52",4.532,1670.45,20841899.7504918,26319356.576595,4.10185672710736,5.17986513318182,"N3","pos",13.763059658789,10.8987584416712
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_53",4.532,7427.63,92695427.1854807,117412202.586709,7.14911491941101,9.05539091538949,"R1","pos",24.0604498761545,18.9954164082554
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_54",4.55,4064.63,50722896.7515065,64201213.6768585,4.41034609304801,5.58228315105571,"R2","pos",14.8322966071201,11.7184240967372
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_55",4.534,84286.16,1051942227.52313,1333504497.4001,142.912035478164,181.163791182195,"P3","pos",481.357719157708,379.72163746988
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_56",4.526,3681.07,45935806.7208032,58132344.5402952,4.071459597303,5.15248362853115,"R3","pos",13.690306165722,10.8179923405861
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_58",4.558,163420.67,2039594808.35948,2585608432.57597,293.288441719118,371.803784250642,"P1","pos",987.893995777027,779.276335740031
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_59",4.545,45156.62,563578918.418935,714378265.170671,84.4479669890694,107.044089449061,"P2","pos",284.419410800991,224.380824181819
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_60",4.563,967.62,12070102.6749908,15198845.3260716,2.08753567916647,2.62865468129343,"N2","pos",6.98441566928853,5.5466459750411
"riboflavin","mtab_TSQ_cm_PMI_2020_1112_61",4.544,1381.07,17230240.2628369,21740648.2891336,3.63351724033375,4.58467317748204,"N1","pos",12.1816164775269,9.65436613969006
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_52",0.523,853.62,308989.358326731,6452.8677975367,0.0608116387291988,0.00126997728140573,"N3","pos",0.00318737396196599,0.152624331716692
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_53",0.524,780.01,280804.897369191,5966.46560550135,0.021657017419088,0.000460162378788019,"R1","pos",0.0011549100963458,0.0543545261998996
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_54",0.524,3719.48,1406295.69278913,25389.9766966867,0.122277139350851,0.00220765357852884,"R2","pos",0.0055407428434114,0.306889718278413
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_55",0.523,4195.12,1588413.02752414,28532.9238318543,0.215794492324928,0.00387635187205568,"P3","pos",0.00972882208627568,0.541598464825138
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_56",0.523,6845.34,2603153.17314149,46045.1207803114,0.230727045558489,0.00408114850468216,"R3","pos",0.0102428182528917,0.579076010336535
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_58",0.523,4149.15,1570811.61915275,28229.1619955839,0.225878635367852,0.00405928025448383,"P1","pos",0.0101879335771605,0.566907527777964
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_59",0.594,5039.51,1911720.68936272,34112.5074065416,0.286456644120988,0.00511149690883332,"P2","pos",0.0128287744926045,0.71894549774367
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_60",0.524,584.64,205999.869013333,4675.49432092118,0.0356278722765114,0.000808631167064251,"N2","pos",0.00202949294012712,0.0894184125000286
"s-adenosyl-l-methionine","mtab_TSQ_cm_PMI_2020_1112_61",0.523,4378.49,1658623.38760816,29744.6011848434,0.349770901749617,0.00627254870293873,"N1","pos",0.0157427685547102,0.877850872777876
"serine","mtab_TSQ_cm_PMI_2020_1112_52",0.572,3085.78,2735030.72630229,347722.411409857,0.538276467972342,0.0684346210989647,"N3","pos",0.651200124645206,5.12205222164185
"serine","mtab_TSQ_cm_PMI_2020_1112_53",0.523,8607.65,7547195.21148233,968972.023737512,0.582075810257089,0.0747317592865981,"R1","pos",0.711121508103512,5.53883157538385
"serine","mtab_TSQ_cm_PMI_2020_1112_54",0.523,3085.78,2735030.72630229,347722.411409857,0.237810394331536,0.0302343966303767,"R2","pos",0.287700034545406,2.26292125160849
"serine","mtab_TSQ_cm_PMI_2020_1112_55",0.432,6092.37,5355194.84090431,685985.150650043,0.727532154401481,0.0931947892404926,"P3","pos",0.886809299081669,6.92294370921573
"serine","mtab_TSQ_cm_PMI_2020_1112_56",0.522,4784.29,4215237.52213833,538816.855689539,0.37361201401628,0.047757320811181,"R3","pos",0.454442104968893,3.55516237526197
"serine","mtab_TSQ_cm_PMI_2020_1112_58",0.532,3085.78,2735030.72630229,347722.411409857,0.393290322412768,0.0500015805959223,"P1","pos",0.475797702882504,3.74241433450155
"serine","mtab_TSQ_cm_PMI_2020_1112_59",0.373,3085.78,2735030.72630229,347722.411409857,0.409823321881563,0.0521035293557081,"P2","pos",0.495799118429043,3.89973662462235
"serine","mtab_TSQ_cm_PMI_2020_1112_60",0.523,5332.67,4693136.27027674,600513.502370507,0.81168235889927,0.103859378480441,"N2","pos",0.988289832338386,7.72368787609925
"serine","mtab_TSQ_cm_PMI_2020_1112_61",0.522,9784.94,8573172.48489833,1101425.51432987,1.80791269030767,0.232268879261822,"N1","pos",2.21019011572768,17.2034702665113
"spermidine","mtab_TSQ_cm_PMI_2020_1112_52",0.416,22950.84,76123498.6660273,15875320.7381244,14.9817285771574,3.12439326281309,"N3","pos",21.5104527560282,103.144430823803
"spermidine","mtab_TSQ_cm_PMI_2020_1112_53",0.416,13093.25,43306810.4875295,9044093.59312456,3.34002846061642,0.697523776548105,"R1","pos",4.8022290984379,22.9950324310941
"spermidine","mtab_TSQ_cm_PMI_2020_1112_54",0.406,15349.52,50818109.804756,10607669.7684827,4.41862484967075,0.922334841185537,"R2","pos",6.34998169490903,30.420825126821
"spermidine","mtab_TSQ_cm_PMI_2020_1112_55",0.435,12524.57,41413630.2849294,8650003.12549317,5.62626544092151,1.17514966241768,"P3","pos",8.09053123867594,38.7350460648641
"spermidine","mtab_TSQ_cm_PMI_2020_1112_56",0.416,16082.01,53256626.310704,11115279.1914189,4.72033077878868,0.985188099899197,"R3","pos",6.78270636763647,32.497974380645
"spermidine","mtab_TSQ_cm_PMI_2020_1112_58",0.435,18001.07,59645327.1610973,12445171.6666469,8.57684329613278,1.78958339670105,"P1","pos",12.3207118533635,59.0488350852515
"spermidine","mtab_TSQ_cm_PMI_2020_1112_59",0.426,14569.24,48220496.6506364,10066942.2766008,7.22547060627004,1.50845388511021,"P2","pos",10.3852246823422,49.74506441494
"spermidine","mtab_TSQ_cm_PMI_2020_1112_60",0.446,14259.72,47190080.3597368,9852447.51409592,8.16156905258126,1.7039901205982,"N2","pos",11.7314294017088,56.1898041485801
"spermidine","mtab_TSQ_cm_PMI_2020_1112_61",0.426,15031.11,49758098.0084736,10387014.3105828,10.492999761005,2.19041609387762,"N1","pos",15.0803173416704,72.2409622100172
"thiamine","mtab_TSQ_cm_PMI_2020_1112_52",0.546,24577.59,45816428.2895683,9856317.798982,9.01704867797202,1.93980414224516,"N3","pos",7.31008494967275,33.9804366821376
"thiamine","mtab_TSQ_cm_PMI_2020_1112_53",0.536,7223.29,13421552.1652721,2878824.77313541,1.03513432905814,0.222028742526968,"R1","pos",0.836707651970787,3.90086798710484
"thiamine","mtab_TSQ_cm_PMI_2020_1112_54",0.536,8770.96,16310552.4667126,3501083.03946202,1.41819939226724,0.304418495264061,"R2","pos",1.1471905911368,5.34443545473033
"thiamine","mtab_TSQ_cm_PMI_2020_1112_55",0.546,17469.38,32547694.7528954,6998381.3969806,4.42178019434623,0.950767926533324,"P3","pos",3.58293611144605,16.6633260263274
"thiamine","mtab_TSQ_cm_PMI_2020_1112_56",0.556,4823.31,8941564.21987592,1913885.61038201,0.79252374251714,0.169634724908423,"R3","pos",0.639262605171929,2.98659836643481
"thiamine","mtab_TSQ_cm_PMI_2020_1112_58",0.545,8985.36,16710768.0582979,3587284.98968424,2.40296509074267,0.515842274315811,"P1","pos",1.94393380432549,9.05549099616623
"thiamine","mtab_TSQ_cm_PMI_2020_1112_59",0.536,6495.28,12062592.4972216,2586120.10064809,1.80748672407002,0.387510209753725,"P2","pos",1.46031884893626,6.81145132676372
"thiamine","mtab_TSQ_cm_PMI_2020_1112_60",0.556,22508.02,41953209.1576783,9024223.72192322,7.2558472227125,1.56074803202198,"N2","pos",5.88162508298907,27.3434097931584
"thiamine","mtab_TSQ_cm_PMI_2020_1112_61",0.536,14233,26506417.9977886,5697158.13364013,5.58967984806269,1.20141808725311,"N1","pos",4.52750258988962,21.0645155564617
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_52",4.122,945.59,8079491.74594406,6452805.44509688,1.59011020907185,1.26996500993443,"N3","pos",7.92638253610304,9.92454256067813
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_53",4.092,1007.64,8610182.64902413,6875458.84196167,0.664058488147665,0.530268286983672,"R1","pos",3.30962605781845,4.14466663430074
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_54",4.118,786.41,6718083.559767,5368551.33207615,0.584136070259206,0.466794503254519,"R2","pos",2.91345963833803,3.64583741267761
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_55",4.106,1972.19,16859625.2044775,13445488.3978993,2.29047118019402,1.82664224770801,"P3","pos",11.400837896068,14.2957881674823
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_56",4.184,788.23,6733649.3525729,5380948.25685123,0.596828122515374,0.476933246347583,"R3","pos",2.97673977248523,3.72505381672309
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_58",4.167,1514.47,12944913.8401293,10327729.9319372,1.86144502466816,1.4851007689464,"P1","pos",9.26913474563974,11.6180565763835
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_59",4.204,927.81,7927425.92391724,6331697.0261403,1.18786381259495,0.948756108458297,"P2","pos",5.9215835005511,7.41395464108694
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_60",4.179,652.18,5570063.57716526,4454244.07242812,0.963347766432064,0.770365727225806,"N2","pos",4.80817455514796,6.01265613801063
"tryptamine","mtab_TSQ_cm_PMI_2020_1112_61",4.177,706.06,6030879.46528701,4821247.53774762,1.27179332250862,1.01670584861818,"N1","pos",6.3456862352901,7.93779379920497
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_52",3.755,66300.6,339531323.698751,240795422.912675,66.8225478891157,47.3905132044266,"N3","pos",232.044818118918,327.192615625107
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_53",3.743,114235.5,585007785.652997,414847979.272945,45.1185998637755,31.9950613310542,"R1","pos",156.661907315547,220.920530107112
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_54",3.773,128432.95,657713471.797586,466399196.993168,57.1880595640739,40.5533202556783,"R2","pos",198.566911108448,280.017918836968
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_55",3.733,74281.22,380400384.900533,269773209.709767,51.6794476734862,36.6501481815004,"P3","pos",179.455262113795,253.04532964543
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_56",3.749,104568.86,535504551.345939,379748220.98797,47.4637390876487,33.6584823316058,"R3","pos",164.806748918405,232.403364283644
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_58",3.781,141237.86,723287907.176455,512894074.826713,104.00692448354,73.7528372578515,"P1","pos",361.126363697065,509.26369526289
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_59",3.751,102368.44,524236116.105365,371758453.072187,78.5527506095168,55.7051453610455,"P2","pos",272.756917989744,384.628852810639
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_60",3.792,37208.24,190548231.991056,135160496.615692,32.9554970321511,23.3761357874555,"N2","pos",114.459853045368,161.364623376346
"tryptophan","mtab_TSQ_cm_PMI_2020_1112_61",3.749,53027.54,271559474.208997,192600683.302845,57.2665277014484,40.6156787488537,"N1","pos",198.872245746725,280.402133386125
"valine","mtab_TSQ_cm_PMI_2020_1112_52",0.692,15903.73,35903657.2588729,7889144.70000951,7.06613407693747,1.55264835001875,"N3","pos",13.2535070424136,60.3169788897778
"valine","mtab_TSQ_cm_PMI_2020_1112_53",0.682,41800.07,94345779.1270795,20702912.21771,7.27639795856627,1.59670765975034,"R1","pos",13.6296001685902,62.1118050240399
"valine","mtab_TSQ_cm_PMI_2020_1112_54",0.714,55015.1,124169082.101631,27241840.9682376,10.7964777486416,2.36867281989634,"R2","pos",20.2191448561361,92.1594344741067
"valine","mtab_TSQ_cm_PMI_2020_1112_55",0.682,29947.42,67597056.4982756,14838102.6898512,9.18342536666405,2.01583642386295,"P3","pos",17.2073104896539,78.390314696236
"valine","mtab_TSQ_cm_PMI_2020_1112_56",0.703,42611.34,96176630.1356784,21104336.7114449,8.52448866702568,1.87055502847222,"R3","pos",15.9671790735998,72.7655882802021
"valine","mtab_TSQ_cm_PMI_2020_1112_58",0.692,41733,94194417.4630875,20669725.3122473,13.5449128440417,2.97225287235717,"P1","pos",25.3713433406502,115.620254750676
"valine","mtab_TSQ_cm_PMI_2020_1112_59",0.693,53083.66,119810263.370447,26286145.1774661,17.9526466221333,3.93877671372805,"P2","pos",33.6216535529496,153.244956228197
"valine","mtab_TSQ_cm_PMI_2020_1112_60",0.56,11211.04,25313328.2444363,5567154.8476737,4.37796407301509,0.962844698914067,"N2","pos",8.21890481360706,37.3705853437054
"valine","mtab_TSQ_cm_PMI_2020_1112_61",0.682,15313.88,34572500.5941102,7597281.03239024,7.29065729983416,1.60211646441113,"N1","pos",13.675770076066,62.2335236861644
"adenosine","mtab_TSQ_cm_PMI_2020_1112_52",1.946,245139.42,3739923014.52201,0,736.047508126928,0,"N3","pos",0,2754.2565039924
"adenosine","mtab_TSQ_cm_PMI_2020_1112_53",1.793,864177.44,13184099420.0593,0,1016.82083706614,0,"R1","pos",0,3804.89760913838
"adenosine","mtab_TSQ_cm_PMI_2020_1112_54",1.935,512841.97,7824050361.6794,0,680.299670452451,0,"R2","pos",0,2545.65061537364
"adenosine","mtab_TSQ_cm_PMI_2020_1112_55",1.793,8398089,128123065198.537,0,17406.2106835822,0,"P3","pos",0,65133.2535682615
"adenosine","mtab_TSQ_cm_PMI_2020_1112_56",1.918,361570.06,5516213755.38734,0,488.922325271268,0,"R3","pos",0,1829.52524050018
"adenosine","mtab_TSQ_cm_PMI_2020_1112_58",1.906,10440622,159284385412.974,0,22904.6813594972,0,"P1","pos",0,85708.2822911884
"adenosine","mtab_TSQ_cm_PMI_2020_1112_59",1.799,8775078,133874489996.237,0,20060.0628277527,0,"P2","pos",0,75063.8483301628
"adenosine","mtab_TSQ_cm_PMI_2020_1112_60",1.907,159875.73,2439121927.4627,0,421.848445412627,0,"N2","pos",0,1578.53781399726
"adenosine","mtab_TSQ_cm_PMI_2020_1112_61",1.804,178865.38,2728832088.52746,0,575.456771837724,0,"N1","pos",0,2153.33322795137
"betaine","mtab_TSQ_cm_PMI_2020_1112_52",0.535,973762.81,32146099795.5693,0,6326.61596472792,0,"N3","pos",0,54004.4043083903
"betaine","mtab_TSQ_cm_PMI_2020_1112_53",0.535,12798997,422514469345.708,0,32586.3377318742,0,"R1","pos",0,278159.092888384
"betaine","mtab_TSQ_cm_PMI_2020_1112_54",0.535,12838372,423814295996.417,0,36850.5713244813,0,"R2","pos",0,314558.867473165
"betaine","mtab_TSQ_cm_PMI_2020_1112_55",0.535,12773063,421658349869.912,0,57284.5651401971,0,"P3","pos",0,488984.764320931
"betaine","mtab_TSQ_cm_PMI_2020_1112_56",0.535,12785526,422069771826.681,0,37409.5971293129,0,"R3","pos",0,319330.7480095
"betaine","mtab_TSQ_cm_PMI_2020_1112_58",0.534,12867751,424784139988.066,0,61082.8572290314,0,"P1","pos",0,521407.232001975
"betaine","mtab_TSQ_cm_PMI_2020_1112_59",0.535,12857616,424449568734.607,0,63600.503847059,0,"P2","pos",0,542898.0268635
"betaine","mtab_TSQ_cm_PMI_2020_1112_60",0.545,733861.81,24226615012.5413,0,4190.01599123915,0,"N2","pos",0,35766.2483247046
"betaine","mtab_TSQ_cm_PMI_2020_1112_61",0.535,1078720.25,35610899229.2756,0,7509.63505555069,0,"N1","pos",0,64102.732014944
"choline","mtab_TSQ_cm_PMI_2020_1112_52",0.522,1524652.75,14291074255.2354,0,2812.6005677599,0,"N3","pos",0,27000.1014472487
"choline","mtab_TSQ_cm_PMI_2020_1112_53",0.523,1718607,16109072050.7957,0,1242.40872320236,0,"R1","pos",0,11926.7420869959
"choline","mtab_TSQ_cm_PMI_2020_1112_54",0.523,2374204.25,22254203468.5159,0,1934.99870092395,0,"R2","pos",0,18575.3931162902
"choline","mtab_TSQ_cm_PMI_2020_1112_55",0.522,145845.22,1367051966.25826,0,185.721396090736,0,"P3","pos",0,1782.86835068384
"choline","mtab_TSQ_cm_PMI_2020_1112_56",0.522,2315225.25,21701373654.3491,0,1923.47260986806,0,"R3","pos",0,18464.7461828555
"choline","mtab_TSQ_cm_PMI_2020_1112_58",0.522,202371.41,1896890775.2115,0,272.76797199765,0,"P1","pos",0,2618.48873953778
"choline","mtab_TSQ_cm_PMI_2020_1112_59",0.523,179682.3,1684218188.95354,0,252.367143934602,0,"P2","pos",0,2422.64705706635
"choline","mtab_TSQ_cm_PMI_2020_1112_60",0.522,880220.75,8250598445.14893,0,1426.94880834863,0,"N2","pos",0,13698.2702155
"choline","mtab_TSQ_cm_PMI_2020_1112_61",0.522,1560807.25,14629962427.5729,0,3085.17002056412,0,"N1","pos",0,29616.6844635127
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_52",0.423,1259.17,76800.0201529118,0,0.0151148735517149,0,"N3","pos",0,0.0843605154418424
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_53",0.424,1810.76,108708.81598104,0,0.00838414409209704,0,"R1","pos",0,0.0467943522470114
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_54",0.364,1882.14,112838.060249811,0,0.00981124758327389,0,"R2","pos",0,0.0547594328474292
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_55",0.453,2385.79,141973.586671314,0,0.0192878788629928,0,"P3","pos",0,0.107651274560433
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_56",0.553,3522.96,207757.457575195,0,0.0184143080298342,0,"R3","pos",0,0.102775621085194
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_58",0.443,1558.77,94131.507725397,0,0.0135358665869809,0,"P1","pos",0,0.0755476172739906
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_59",0.306,1687.7,101589.947954771,0,0.0152224724717765,0,"P2","pos",0,0.0849610563809594
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_60",0.374,2119.35,126560.363878213,0,0.021888734692496,0,"N2","pos",0,0.122167409122599
"d-glucosamine","mtab_TSQ_cm_PMI_2020_1112_61",0.383,2952.53,174758.791166742,0,0.0368531762133243,0,"N1","pos",0,0.205688319547493
"dmsp","mtab_TSQ_cm_PMI_2020_1112_52",0.533,13046291,26004986673.3161,0,5117.9945590978,0,"N3","pos",0,38137.068249611
"dmsp","mtab_TSQ_cm_PMI_2020_1112_53",0.523,13081254,26074677138.4936,0,2011.00387591534,0,"R1","pos",0,14985.1257519772
"dmsp","mtab_TSQ_cm_PMI_2020_1112_54",0.524,12980307,25873463186.9368,0,2249.69263563874,0,"R2","pos",0,16763.7305189176
"dmsp","mtab_TSQ_cm_PMI_2020_1112_55",0.523,11154700,22234547731.6998,0,3020.68344737471,0,"P3","pos",0,22508.8185348339
"dmsp","mtab_TSQ_cm_PMI_2020_1112_56",0.523,12997476,25907685524.7406,0,2296.29351052287,0,"R3","pos",0,17110.9799591868
"dmsp","mtab_TSQ_cm_PMI_2020_1112_58",0.523,12963195,25839354465.1418,0,3715.63213195515,0,"P1","pos",0,27687.2737105451
"dmsp","mtab_TSQ_cm_PMI_2020_1112_59",0.523,12199241,24316592984.8834,0,3643.65446357526,0,"P2","pos",0,27150.9274483999
"dmsp","mtab_TSQ_cm_PMI_2020_1112_60",0.533,13081079,26074328317.414,0,4509.57975574501,0,"N2","pos",0,33603.4258997393
"dmsp","mtab_TSQ_cm_PMI_2020_1112_61",0.533,13089240,26090595339.3033,0,5501.99106511597,0,"N1","pos",0,40998.4431081667
"gaba","mtab_TSQ_cm_PMI_2020_1112_52",0.524,955423.06,5918082694.68584,0,1164.72718914224,0,"N3","pos",0,11294.8718885012
"gaba","mtab_TSQ_cm_PMI_2020_1112_53",0.514,1413860,8757738634.16598,0,675.438711820567,0,"R1","pos",0,6550.0262977169
"gaba","mtab_TSQ_cm_PMI_2020_1112_54",0.524,1703791.25,10553634479.9575,0,917.636483266403,0,"R2","pos",0,8898.72462438327
"gaba","mtab_TSQ_cm_PMI_2020_1112_55",0.524,75951.9,470451220.888186,0,63.9133403063616,0,"P3","pos",0,619.795774887137
"gaba","mtab_TSQ_cm_PMI_2020_1112_56",0.524,1581911.5,9798685378.36496,0,868.493545072088,0,"R3","pos",0,8422.16393592017
"gaba","mtab_TSQ_cm_PMI_2020_1112_58",0.523,99161.57,614216854.758951,0,88.3227901304407,0,"P1","pos",0,856.504946959278
"gaba","mtab_TSQ_cm_PMI_2020_1112_59",0.524,103108.15,638662810.919538,0,95.6987108832696,0,"P2","pos",0,928.032494989038
"gaba","mtab_TSQ_cm_PMI_2020_1112_60",0.524,647105,4008295035.93392,0,693.238419377759,0,"N2","pos",0,6722.63789156089
"gaba","mtab_TSQ_cm_PMI_2020_1112_61",0.524,1111237,6883227388.68629,0,1451.53665906057,0,"N1","pos",0,14076.1894788651
"glutamine","mtab_TSQ_cm_PMI_2020_1112_52",0.526,4497.12,13901571.0329721,0,2.73594314057728,0,"N3","pos",0,18.7213845666982
"glutamine","mtab_TSQ_cm_PMI_2020_1112_53",0.526,62528.85,193007926.571221,0,14.8856948968355,0,"R1","pos",0,101.859141212779
"glutamine","mtab_TSQ_cm_PMI_2020_1112_54",0.526,67949.26,209737220.711221,0,18.2366109030042,0,"R2","pos",0,124.788633522678
"glutamine","mtab_TSQ_cm_PMI_2020_1112_55",0.526,23948.15,73934299.5896624,0,10.0443740821106,0,"P3","pos",0,68.731176146918
"glutamine","mtab_TSQ_cm_PMI_2020_1112_56",0.526,64243.1,198298705.770487,0,17.5759440483795,0,"R3","pos",0,120.267853074993
